,Investors,Primary Investor Type,Other Investor Types,# of Investment Professionals,HQ State/Province,HQ Country/Territory,HQ Global Region,HQ Global Sub Region,Investor Status,Last Updated Date,Ownership Status,Company Financing Status,Primary Industry Sector,Primary Industry Group,Primary Industry Code,All Industries,Verticals,Keywords,SIC Code Descriptions,SIC Group Descriptions,SIC Sector Descriptions,Revenue,Total Assets,Net Income,Enterprise Value,EBITDA,EBIT,Market Cap,Net Debt,Free Cash Flow,Investments,Exits,Active Portfolio,Investments in the last 7 days,Investments in the last 6 months,Investments in the last 12 months,Investments in the last 2 years,Investments in the last 5 years,Total Investments,Total Exits,Total Active Portfolio,Total Investments in the last 7 days,Total Investments in the last 6 months,Total Investments in the last 12 months,Total Investments in the last 2 years,Total Investments in the last 5 years,Last Investment Date,Last Investment Size,Last Investment Size Status,Last Investment Valuation,Last Investment Valuation Status,Last Investment Type,Last Investment Type 2,Last Investment Type 3,Last Investment Class,Last Investment Debt,Last Investment Debt Size,Last Investment Debt Date,Last Investment Status,AUM,Dry Powder,Trade Association,Total # of Hedge Funds,Total # of Credit,Total # of Equity,Total # of Macro,Total # of Event Driven,Total # of Relative Value,Total # of Risk Parity,Total # of Risk Premia,Total # of Fund of Funds,Total # of Other,Total Hedge Fund NAV,Total NAV Credit,Total NAV Equity,Total NAV Macro,Total NAV Event Driven,Total NAV Relative Value,Total NAV Risk Parity,Total NAV Risk Premia,Total NAV Fund of Funds,Total NAV Other,# Funds Open,# Funds Closed,# Funds Closed in the last 6 months,# Funds Closed in the last 12 months,# Funds Closed in the last 2 years,# Funds Closed in the last 5 years,Most Likely Fundraising,Min Fund Size,Max Fund Size,Median Fund Size,Total Funds Open,Total Funds Closed,Total Funds Closed in the last 6 months,Total Funds Closed in the last 12 months,Total Funds Closed in the last 2 years,Total Funds Closed in the last 5 years,Last Closed Fund Vintage,Last Closed Fund Size,Last Closed Fund Type,Last Closed Fund Close Date,Last Closed Fund Open Date,Preferred Industry,Preferred Verticals,Preferred Geography,Preferred Investment Types,Real Asset Preferences,Impact Category Preferences,Other Stated Preferences,Preferred Investment Amount,Preferred Investment Amount Min,Preferred Investment Amount Max,Preferred Deal Size,Preferred Deal Size Min,Preferred Deal Size Max,Preferred Company Valuation,Preferred Company Valuation Min,Preferred Company Valuation Max,Preferred EBITDA,Preferred EBITDA Min,Preferred EBITDA Max,Preferred EBIT,Preferred EBIT Min,Preferred EBIT Max,Preferred Revenue,Preferred Revenue Min,Preferred Revenue Max,Preferred Investment Horizon,Latest Note,Latest Note - Author,Median Quartile,Number of Funds,1 (Top Quartile),2 (Upper-Mid Quartile),3 (Lower-Mid Quartile),4 (Bottom Quartile),today,days_diff,Last Investment Delta,Last Investment Size filled,Recency Score,Frequency Score,Monetary Score,RFM Score,Segment,Recency,Frequency,Monetary
32,Investor 33,Venture Capital,Real Estate,7.0,California,United States,Americas,North America,,12-Jun-23,,,,,,,,,,,,,,,,,,,,,38,4.0,28.0,1.0,3.0,9.0,21.0,35,38,4.0,28.0,1.0,3.0,9.0,21.0,35,12-Jun-23,,,120.0,Estimated,Later Stage VC,,,Venture Capital,,,12-Jun-23,Announced/In Progress,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Software,"AdTech, Big Data, Cybersecurity, E-Commerce, Gaming, Marketing Tech, Mobile, Mobile Commerce, SaaS, TMT",,"Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,40 days,40,0.0,5,4,1,541,Champions,40,38,0.0
33,Investor 34,Venture Capital,,1.0,,,,,Actively Seeking New Investments,12-Jun-23,,,,,,,,,,,,,,,,,,,,,46,,41.0,,1.0,2.0,27.0,41,46,,41.0,,1.0,2.0,27.0,41,8-Jun-23,50.5,Actual,325.0,Actual,Early Stage VC,Series B,,Venture Capital,,,8-Jun-23,Completed,,6.86,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,No,6.86,9.99,8.43,,2.0,1.0,1.0,1.0,1.0,,,,,,Information Technology,,,"Early Stage VC, Later Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,44 days,44,50.5,5,5,5,555,Champions,44,46,50.5
34,Investor 35,Corporation,,,Massachusetts,United States,Americas,North America,,31-May-23,Acquired/Merged (Operating Subsidiary),Corporate Backed or Acquired,Information Technology,IT Services,IT Consulting and Outsourcing,IT Consulting and Outsourcing*,TMT,"customer experience software, digital commerce consultancy, digital commerce software, digital marketplace software",,,,,,,,,,,,,1,,1.0,,1.0,1.0,1.0,1,1,,1.0,,1.0,1.0,1.0,1,12-Jul-21,101.0,Actual,1610.0,Actual,Later Stage VC,Series E,,Venture Capital,,,12-Jul-21,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,2018.0,10.0,Venture - General,15-May-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,740 days,740,101.0,1,1,5,115,Hibernating,740,1,101.0
35,Investor 36,Angel (individual),,,California,United States,Americas,North America,Actively Seeking New Investments,25-May-23,,,,,,,,,,,,,,,,,,,,,4,,4.0,,,,,3,4,,4.0,,,,,3,11-Mar-21,,,,,Later Stage VC,,,Venture Capital,,,11-Mar-21,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,"Early Stage VC, Later Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,863 days,863,0.0,1,2,1,121,Hibernating,863,4,0.0
36,Investor 37,Angel (individual),,,,,,,Actively Seeking New Investments,31-Mar-23,,,,,,,,,,,,,,,,,,,,,25,2.0,23.0,,,1.0,12.0,24,25,2.0,23.0,,,1.0,12.0,24,23-May-22,2.3,Actual,,,Seed Round,Seed Round,,Venture Capital,,,23-May-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"Healthcare, Insurance, Logistics, Software","Artificial Intelligence & Machine Learning, CloudTech & DevOps, Construction Technology, Cryptocurrency/Blockchain, Digital Health, FinTech, InsurTech, Internet of Things, Life Sciences, Mobility Tech, Real Estate Technology","Bahrain, Europe, Iran, Iraq, Israel, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, Qatar, Saudi Arabia, Syria, United Arab Emirates, United States, Yemen","Early Stage VC, Later Stage VC",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,425 days,425,2.3,2,4,2,242,At Risk,425,25,2.3
37,Investor 38,Venture Capital,,1.0,Maharashtra,India,Asia,South Asia,Actively Seeking New Investments,12-Apr-23,,,,,,,,,,,,,,,,,,,,,96,34.0,39.0,,2.0,4.0,18.0,52,96,34.0,39.0,,2.0,4.0,18.0,52,23-May-23,7.68,Actual,,,Early Stage VC,Series A,,Venture Capital,,,23-May-23,Completed,74.7,5.81,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,Yes,30.65,44.0,30.65,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,60 days,60,7.68,5,5,4,554,Champions,60,96,7.68
38,Investor 39,Venture Capital,,,,Singapore,Asia,Southeast Asia,,8-Mar-23,,,,,,,,,,,,,,,,,,,,,3,,3.0,,1.0,3.0,3.0,3,3,,3.0,,1.0,3.0,3.0,3,26-Apr-23,20.0,Actual,,,Later Stage VC,,,Venture Capital,,,26-Apr-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"Aerospace and Defense, Consumer Products and Services (B2C), Information Technology","Artificial Intelligence & Machine Learning, FinTech","Asia, Europe, United States","Early Stage VC, Later Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,87 days,87,20.0,5,2,4,524,Potential Loyalists,87,3,20.0
39,Investor 40,Venture Capital,,2.0,New York,United States,Americas,North America,Actively Seeking New Investments,3-Jun-23,,,,,,,,,,,,,,,,,,,,,21,,21.0,,1.0,6.0,16.0,17,21,,21.0,,1.0,6.0,16.0,17,1-Feb-22,0.18,Actual,0.9,Actual,Seed Round,Seed Round,,Venture Capital,,,1-Feb-22,Completed,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"Other Information Technology, Software","Internet of Things, SaaS",,"Angel (individual), Early Stage VC, Later Stage VC, Seed Round",,,"Prefers minority stake, Seeks Impact investments, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,536 days,536,0.18,2,4,1,241,At Risk,536,21,0.18
40,Investor 41,Venture Capital,Accelerator/Incubator,9.0,,,,,,17-Feb-23,,,,,,,,,,,,,,,,,,,,,154,39.0,100.0,1.0,5.0,8.0,32.0,69,154,39.0,100.0,1.0,5.0,8.0,32.0,69,26-Apr-23,20.0,Actual,,,Later Stage VC,,,Venture Capital,,,26-Apr-23,Completed,,13.28,Japan Venture Capital Association,,,,,,,,,,,,,,,,,,,,,,9.0,,,,4.0,No,2.73,31.38,13.43,,9.0,,,,4.0,,,,,,"Computer Hardware, Internet Retail, Media, Other Healthcare, Software","AgTech, Artificial Intelligence & Machine Learning, Big Data, CleanTech, Climate Tech, CloudTech & DevOps, Construction Technology, Cybersecurity, Digital Health, E-Commerce, EdTech, Esports, FemTech, FinTech, FoodTech, Gaming, HealthTech, HR Tech, InsurTech, Legal Tech, Life Sciences, Marketing Tech, Mobile, Mobile Commerce, Mobility Tech, Mortgage Tech, Nanotechnology, Real Estate Technology, Ridesharing, Robotics and Drones, SaaS, Space Technology, Supply Chain Tech","Middle East, Northern Africa","Convertible Debt, Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,87 days,87,20.0,5,5,4,554,Champions,87,154,20.0
41,Investor 42,Angel (individual),,,,Brazil,Americas,South America,Actively Seeking New Investments,20-Apr-23,,,,,,,,,,,,,,,,,,,,,53,,51.0,,4.0,11.0,48.0,52,53,,51.0,,4.0,11.0,48.0,52,29-May-23,10.0,Actual,,,Early Stage VC,,,Venture Capital,,,29-May-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,54 days,54,10.0,5,5,4,554,Champions,54,53,10.0
42,Investor 43,Angel (individual),,,New York,United States,Americas,North America,,14-Jun-23,,,,,,,,,,,,,,,,,,,,,2,,2.0,,,,2.0,2,2,,2.0,,,,2.0,2,12-Oct-22,1.2,Actual,,,Seed Round,Seed Round,,Venture Capital,,,12-Oct-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,2021.0,23.0,Infrastructure Opportunistic,28-Apr-21,,"Business Products and Services (B2B), Consumer Products and Services (B2C), Other Agriculture, Other Information Technology, Software","3D Printing, AgTech, Artificial Intelligence & Machine Learning, Augmented Reality, CleanTech, CloudTech & DevOps, Cryptocurrency/Blockchain, E-Commerce, EdTech, FemTech, FoodTech, Gaming, HR Tech, Impact Investing, LOHAS & Wellness, Marketing Tech, Real Estate Technology, SaaS, Supply Chain Tech, TMT, Virtual Reality, Wearables & Quantified Self","Africa, Americas, Asia, Canada, Europe, Middle East, United States","Early Stage VC, IPO, Joint Venture, Later Stage VC, Merger/Acquisition, PE Growth/Expansion, Seed Round",,,"Prefers minority stake, Seeks Impact investments, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,283 days,283,1.2,3,1,1,311,About to Sleep,283,2,1.2
43,Investor 44,Venture Capital,Accelerator/Incubator,4.0,,Morocco,Africa,Northern Africa,,4-May-23,,,,,,,,,,,,,,,,,,,,,20,,15.0,,,5.0,16.0,20,20,,15.0,,,5.0,16.0,20,31-Mar-23,8.5,Actual,,,Seed Round,Seed Round,,Venture Capital,,,31-Mar-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,0.01 - 0.03,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,113 days,113,8.5,4,4,4,444,Loyal Investors,113,20,8.5
44,Investor 45,Venture Capital,,1.0,,Indonesia,Asia,Southeast Asia,Actively Seeking New Investments,14-May-23,,,,,,,,,,,,,,,,,,,,,47,3.0,39.0,,3.0,11.0,29.0,42,47,3.0,39.0,,3.0,11.0,29.0,42,1-Nov-22,4.0,Actual,,,Seed Round,Seed Round,,Venture Capital,,,1-Nov-22,Completed,23.0,14.06,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,Yes,23.0,23.0,16.14,1.0,1.0,,,,1.0,2020.0,,Venture Capital - Later Stage,1-Jan-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,263 days,263,4.0,3,5,3,353,Loyal Investors,263,47,4.0
45,Investor 46,Angel (individual),,,,Japan,Asia,East Asia,Actively Seeking New Investments,14-Jun-23,,,,,,,,,,,,,,,,,,,,,2,1.0,1.0,,,,,1,2,1.0,1.0,,,,,1,1-Apr-22,28.23,Actual,148.23,Actual,Seed Round,Seed Round,,Venture Capital,,,1-Apr-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"Communications and Networking, Computer Hardware, Movies, Music and Entertainment, Other Information Technology, Software","AudioTech, Digital Health, Esports, Gaming, Internet of Things, Mobile, SaaS, TMT","Canada, United States","Early Stage VC, Later Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,477 days,477,28.23,2,1,5,215,Hibernating,477,2,28.23
46,Investor 47,Angel (individual),,,Oregon,United States,Americas,North America,,18-May-23,,,,,,,,,,,,,,,,,,,,,5,,5.0,,,,5.0,5,5,,5.0,,,,5.0,5,25-Nov-22,,,,,Early Stage VC,,,Venture Capital,,,25-Nov-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,239 days,239,0.0,3,2,1,321,About to Sleep,239,5,0.0
47,Investor 48,Corporation,,,,Mexico,Americas,North America,Actively Seeking New Investments,19-May-23,,,,,,,,,,,,,,,,,,,,,4,1.0,3.0,,,1.0,1.0,2,4,1.0,3.0,,,1.0,1.0,2,18-Aug-20,2.2,Actual,,,Seed Round,Seed Round,,Venture Capital,,,18-Aug-20,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Software,"Gaming, Mobile, TMT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,1068 days,1068,2.2,1,2,2,122,Hibernating,1068,4,2.2
48,Investor 49,Venture Capital,,3.0,California,United States,Americas,North America,,14-Jun-23,,,,,,,,,,,,,,,,,,,,,25,,20.0,,3.0,8.0,17.0,24,25,,20.0,,3.0,8.0,17.0,24,24-Jan-20,1.0,Actual,,,Seed Round,Seed Round,,Venture Capital,,,24-Jan-20,Completed,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,Yes,,,,1.0,,,,,,,,,,,"Commercial Services, Software",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,1275 days,1275,1.0,1,4,1,141,At Risk,1275,25,1.0
49,Investor 50,Angel (individual),,,Florida,United States,Americas,North America,,22-May-23,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,1.0,1,1,,1.0,,,,1.0,1,4-Aug-22,250.0,Estimated,,,Later Stage VC,Recapitalization,,Venture Capital,,,4-Aug-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"Healthcare, Information Technology, Infrastructure","Digital Health, HealthTech, Infrastructure",,"Early Stage VC, Later Stage VC, Seed Round",Infrastructure: Other,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,352 days,352,250.0,3,1,5,315,About to Sleep,352,1,250.0
50,Investor 51,Venture Capital,,2.0,Maharashtra,India,Asia,South Asia,Actively Seeking New Investments,8-Jun-23,Privately Held (no backing),Corporation,Financial Services,Capital Markets/Institutions,Private Equity,Private Equity*,,"investor group, venture capital firm, venture capital fund, venture capital unit, venture firm",,,,,,,,,,,,,38,4.0,29.0,,3.0,11.0,23.0,37,38,4.0,29.0,,3.0,11.0,23.0,37,28-Feb-22,,,,,Seed Round,Seed Round,,Venture Capital,,,28-Feb-22,Completed,0.3,2.44,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,Yes,25.0,25.0,25.0,,1.0,,,,1.0,2018.0,,Venture - General,31-Dec-18,4-Oct-18,"Financial Services, Logistics, Software","Advanced Manufacturing, E-Commerce, FinTech, SaaS",Mexico,"Early Stage VC, Later Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,509 days,509,0.0,2,4,1,241,At Risk,509,38,0.0
51,Investor 52,Venture Capital,,1.0,New York,United States,Americas,North America,Actively Seeking New Investments,5-Jun-23,,,,,,,,,,,,,,,,,,,,,15,2.0,12.0,,,3.0,7.0,11,15,2.0,12.0,,,3.0,7.0,11,30-Jan-23,60.0,Actual,230.0,Actual,Early Stage VC,Series B,,Venture Capital,,,30-Jan-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Software,TMT,"408, 650, California, New York","Angel (individual), Early Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,173 days,173,60.0,4,3,5,435,Potential Loyalists,173,15,60.0
52,Investor 53,Venture Capital,,6.0,,Nigeria,Africa,Western Africa,,12-Jun-23,,,,,,,,,,,,,,,,,,,,,173,42.0,59.0,,3.0,10.0,26.0,74,173,42.0,59.0,,3.0,10.0,26.0,74,20-Apr-23,2.18,Actual,10.18,Actual,Seed Round,Seed Round,,Venture Capital,,,20-Apr-23,Completed,195.0,279.16,National Venture Capital Association,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,2.0,2.0,3.0,No,40.0,140.0,95.0,,5.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,93 days,93,2.18,5,5,2,552,Champions,93,173,2.18
53,Investor 54,Venture Capital,,1.0,,Israel,Middle East,Middle East,Actively Seeking New Investments,7-Jun-23,,,,,,,,,,,,,,,,,,,,,3,,3.0,,,,2.0,3,3,,3.0,,,,2.0,3,15-Jun-22,14.9,Estimated,77.9,Actual,Early Stage VC,Series A1,,Venture Capital,,,15-Jun-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,2022.0,,Venture - General,1-Jan-22,21-Nov-21,"Apparel and Accessories, Other Consumer Products and Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,402 days,402,14.9,3,2,4,324,About to Sleep,402,3,14.9
54,Investor 55,Angel (individual),,,California,United States,Americas,North America,Actively Seeking New Investments,14-Jun-23,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,1.0,1,1,,1.0,,,,1.0,1,24-Nov-21,3.0,Actual,,,Seed Round,Series 1,,Venture Capital,,,24-Nov-21,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"Apparel and Accessories, Commercial Products, Commercial Services, Commercial Transportation, Consumer Durables, Consumer Non-Durables, Media, Other Business Products and Services, Restaurants, Hotels and Leisure, Retail, Services (Non-Financial)",,,"Early Stage VC, Later Stage VC, Seed Round",Infrastructure: Renewable Energy,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,1 (Top Quartile),27.0,14.0,7.0,3.0,3.0,2023-07-22,605 days,605,3.0,2,1,2,212,Hibernating,605,1,3.0
55,Investor 56,Angel (individual),,1.0,New York,United States,Americas,North America,Actively Seeking New Investments,10-Jan-23,,,,,,,,,,,,,,,,,,,,,13,5.0,8.0,,,,1.0,4,13,5.0,8.0,,,,1.0,4,9-Mar-23,7.46,Actual,,,Early Stage VC,,,Venture Capital,,,9-Mar-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"Healthcare Devices and Supplies, Other Healthcare, Pharmaceuticals and Biotechnology","HealthTech, Life Sciences","Europe, Israel, United States","Buyout/LBO, Early Stage VC, IPO, Joint Venture, Later Stage VC, PE Growth/Expansion, Secondary Transaction - Private, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,135 days,135,7.46,4,3,4,434,Potential Loyalists,135,13,7.46
56,Investor 57,Angel (individual),,1.0,Texas,United States,Americas,North America,Actively Seeking New Investments,14-Jun-23,,,,,,,,,,,,,,,,,,,,,186,63.0,72.0,,4.0,5.0,19.0,67,186,63.0,72.0,,4.0,5.0,19.0,67,17-Nov-21,39.33,Actual,450.0,Actual,Early Stage VC,Series B,,Venture Capital,,,17-Nov-21,Completed,6700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,612 days,612,39.33,2,5,5,255,Can't Lose,612,186,39.33
57,Investor 58,Venture Capital,,3.0,Delaware,United States,Americas,North America,Actively Seeking New Investments,26-May-23,,,,,,,,,,,,,,,,,,,,,247,141.0,50.0,,1.0,5.0,15.0,30,247,141.0,50.0,,1.0,5.0,15.0,30,1-Jan-22,5.2,Actual,120.0,Actual,Seed Round,Seed Round,,Venture Capital,,,1-Jan-22,Completed,163.94,11.53,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,No,0.01,46.1,12.35,,12.0,,,,,,,,,,Software,TMT,,"Angel (individual), Early Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",0.10 - 2.00,0.1,2.0,,,,,,,,,,,,,,,,,,,3 (Lower-Mid Quartile),3.0,,1.0,2.0,,2023-07-22,567 days,567,5.2,2,5,3,253,Can't Lose,567,247,5.2
58,Investor 59,Angel (individual),,,Guangdong,China,Asia,East Asia,,22-Feb-23,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,1.0,1,1,,1.0,,,,1.0,1,31-Oct-22,1.46,Actual,20.0,Actual,Seed Round,Seed Round,,Venture Capital,,,31-Oct-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,2022.0,26.0,Venture - General,2-Feb-22,28-Apr-21,"Business Products and Services (B2B), Software","SaaS, TMT",Brazil,"Early Stage VC, PE Growth/Expansion, Seed Round",,,"Prefers minority stake, Seeks ESG investments, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,264 days,264,1.46,3,1,2,312,About to Sleep,264,1,1.46
59,Investor 60,Corporate Venture Capital,,,,Saudi Arabia,Middle East,Middle East,Actively Seeking New Investments,14-Jun-23,,,,,,,,,,,,,,,,,,,,,6,,4.0,,,,2.0,6,6,,4.0,,,,2.0,6,21-Nov-19,2.44,Actual,17.94,Actual,Seed Round,Seed Round,,Venture Capital,,,21-Nov-19,Completed,150.0,57.77,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,Yes,150.0,150.0,150.0,,1.0,,,,1.0,,,,,,Software,,,,,,,0.05 - 30.00,0.05,30.0,,,,,,,,,,,,,,,,,,,1 (Top Quartile),4.0,3.0,1.0,,,2023-07-22,1339 days,1339,2.44,1,2,2,122,Hibernating,1339,6,2.44
60,Investor 61,Real Estate,"VC-Backed Company, Venture Capital",7.0,Maharashtra,India,Asia,South Asia,Actively Seeking New Investments,14-Jun-23,Publicly Held,Formerly VC-backed,Business Products and Services (B2B),Other Business Products and Services,Buildings and Property,"Buildings and Property*, Office Services (B2B), Other Commercial Services",,"collaborative workspace, commercial real estate, commercial real estate company, co-working community, co-working space, co-working startups, office space provider, workspace, workspace provider","Lessors of real property, nec, Operators of nonresidential buildings, Services-miscellaneous business services","Business Services, Real Estate, Real Estate","Finance, Insurance & Real Estate, Finance, Insurance & Real Estate, Services",3329.0,16949.0,-1863.0,20244.94,-1196.0,-1814.0,413.11,18856.0,-384.0,97,29.0,48.0,,,2.0,5.0,46,97,29.0,48.0,,,2.0,5.0,46,4-Mar-22,2.0,Actual,,,Early Stage VC,,,Venture Capital,,,4-Mar-22,Completed,886.03,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,1.0,Yes,,,,2.0,2.0,,,,1.0,2021.0,15.0,Venture - General,12-Apr-21,9-Mar-21,,,,"Angel (individual), Early Stage VC, Later Stage VC, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,505 days,505,2.0,2,5,2,252,Can't Lose,505,97,2.0
61,Investor 62,Angel (individual),,,,Switzerland,Europe,Western Europe,Actively Seeking New Investments,14-Jun-23,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,,1,1,,1.0,,,,,1,26-May-23,0.98,Actual,6.02,Actual,Equity Crowdfunding,,,Individual,,,26-May-23,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"Commercial Services, Software","3D Printing, Artificial Intelligence & Machine Learning, Big Data, CleanTech, E-Commerce, LOHAS & Wellness, SaaS, TMT",Southeast Asia,"Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round",,,"Prefers minority stake, Will syndicate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,57 days,57,0.98,5,1,1,511,New Investors,57,1,0.98
62,Investor 63,Venture Capital,Investment Bank,1.0,California,United States,Americas,North America,,19-May-23,,,,,,,,,,,,,,,,,,,,,9,,5.0,,,,3.0,7,9,,5.0,,,,3.0,7,14-Sep-22,1.8,Actual,,,Seed Round,Seed Round,,Venture Capital,,,14-Sep-22,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,2022.0,,Venture - General,1-Jan-22,17-Nov-21,"Computer Hardware, Information Technology",TMT,,,,,,0.10 - 1.50,0.1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,311 days,311,1.8,3,3,2,332,Need Attention,311,9,1.8
63,Investor 64,Real Estate,"Growth/Expansion, PE/Buyout",6.0,Massachusetts,United States,Americas,North America,Actively Seeking New Investments,11-May-23,,,,,,,,,,,,,,,,,,,,,19,4.0,10.0,,4.0,5.0,7.0,10,19,4.0,10.0,,4.0,5.0,7.0,10,24-May-23,44.76,Actual,,,Later Stage VC,Series A,,Venture Capital,Bridge - $44.76M,44.76,24-May-23,Completed,215.23,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,No,,,,,1.0,,,,1.0,,,,,,"Computer Hardware, Consumer Durables, Consumer Products and Services (B2C), Information Technology",,,Merger/Acquisition,,,Prefers majority stake,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-22,59 days,59,44.76,5,4,5,545,Champions,59,19,44.76
